,Titles,Year,Model,Make,Colour,Style,Condition,Price,Mileages,Dealer,City,Province,Posting Link,Image Link
3032,"Used 2014 Chevrolet Cruze 1LT ** NEW TIRES, BLUETOOTH, SNRF ** for sale in St Catharines, ON",2014,2014 Chevrolet Cruze,Chevrolet,White,Sedan,Used,10999.0,165179.0,Certified Affordable Cars Inc.,St Catharines,ON,https://www.carpages.ca/used-cars/ontario/st-catharines/2014-chevrolet-cruze-10705812/,https://images.carpages.ca/inventory/10705812.384485577?w=320&h=240&q=75&s=c7c49060a045f46e90e1f07fbba03d20
3033,"Used 2011 BMW 3 Series EXECUTIVE 328I XDRIVE for sale in North York, ON",2011,2011 BMW 3 Series,BMW,Grey,Sedan,Used,12950.0,141076.0,Vision Fine Cars,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2011-bmw-3-series-10705803/,https://images.carpages.ca/inventory/10705803.386958714?w=320&h=240&q=75&s=7e8ff8f1ac20ba0a2b366db6bf4c77f0
3034,"Used 2014 BMW 3 Series 320i xDrive for sale in North York, ON",2014,2014 BMW 3 Series,BMW,Black,Sedan,Used,7490.0,279256.0,CrediCar,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2014-bmw-3-series-10705800/,https://images.carpages.ca/inventory/10705800.384485403?w=320&h=240&q=75&s=f0c61a1f4dac01e6d68b919f032c84bc
3035,"Used 2014 Mercedes-Benz C-Class 4dr Sdn C 300 4MATIC for sale in Etobicoke, ON",2014,2014 Mercedes-Benz C-Class,Mercedes-Benz,Black,Sedan,Used,13990.0,142311.0,1st Auto Group,Etobicoke,ON,https://www.carpages.ca/used-cars/ontario/etobicoke/2014-mercedes-benz-c-class-10705728/,https://images.carpages.ca/inventory/10705728.384484851?w=320&h=240&q=75&s=8f9ace460648d6f87a47e8b383d70b32
3036,"Used 2018 Kia Optima LX for sale in North York, ON",2018,2018 Kia Optima,Kia,White,Sedan,Used,9490.0,210547.0,CrediCar,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2018-kia-optima-10705719/,https://images.carpages.ca/inventory/10705719.384484572?w=320&h=240&q=75&s=b4db714736d2580c0eb1330e5618c845
3037,"Used 2013 Mercedes-Benz C-Class 4dr Sdn C 300 4MATIC for sale in Etobicoke, ON",2013,2013 Mercedes-Benz C-Class,Mercedes-Benz,Black,Sedan,Used,12990.0,124210.0,1st Auto Group,Etobicoke,ON,https://www.carpages.ca/used-cars/ontario/etobicoke/2013-mercedes-benz-c-class-10705713/,https://images.carpages.ca/inventory/10705713.384484599?w=320&h=240&q=75&s=879b8053039fb22500e72850743e3ddb
3038,"Used 2016 Chevrolet Malibu LT-NAVI - Backup Cam - Leather  -  Panoramic Sunroof  - Bluetooth  - Heated Seats  - front & back parking sensors - Amazing!!!!!! for sale in Scarborough, ON",2016,2016 Chevrolet Malibu,Chevrolet,Black,Sedan,Used,15990.0,133605.0,Super Economy Auto Sales,Scarborough,ON,https://www.carpages.ca/used-cars/ontario/scarborough/2016-chevrolet-malibu-10705554/,https://images.carpages.ca/inventory/10705554.384481329?w=320&h=240&q=75&s=07b893ed286bbfcd28bd8394195403e5
3039,"Used 2016 Nissan Altima S ~AUTOMATIC, FULLY CERTIFIED WITH WARRANTY!!!~ for sale in North York, ON",2016,2016 Nissan Altima,Nissan,Black,Sedan,Used,11990.0,177254.0,First Choice Motors,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2016-nissan-altima-10705542/,https://images.carpages.ca/inventory/10705542.386337056?w=320&h=240&q=75&s=957de28f3b9cc987f080f9bc27516225
3040,"Used 2017 Honda Civic Touring HTD LTHR Sunroof CarPlay Backup Dual-A/C for sale in Bowmanville, ON",2017,2017 Honda Civic,Honda,Blue,Sedan,Used,22995.0,106442.0,Mark Rainford Auto Centre,Bowmanville,ON,https://www.carpages.ca/used-cars/ontario/bowmanville/2017-honda-civic-10705530/,https://images.carpages.ca/inventory/10705530.384480246?w=320&h=240&q=75&s=1534b9d30c0b76969670784bbbed6265
3041,"Used 2019 Lexus UX LUXURY PACKAGE, HYBRID, AWD, LEATHER SEATS, PANORA for sale in North York, ON",2019,2019 Lexus UX,Lexus,Black,Sedan,Used,33398.0,86888.0,Car Canada Finance,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2019-lexus-ux-10705506/,https://images.carpages.ca/inventory/10705506.384479391?w=320&h=240&q=75&s=5ea252f60a7d0623450245319b3c8c9d
3042,"Used 2020 Toyota Corolla SE MODEL, HATCHBACK, REARVIEW CAMERA, BLUETOOTH, C for sale in North York, ON",2020,2020 Toyota Corolla,Toyota,Silver,Sedan,Used,25999.0,80475.0,Car Canada Finance,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2020-toyota-corolla-10705452/,https://images.carpages.ca/inventory/10705452.384478182?w=320&h=240&q=75&s=9421a922e39059686e056b56d49c2493
3043,"Used 2020 Hyundai Elantra PREFERRED MODEL, REARVIEW CAMERA, HEATED SEATS, BL for sale in North York, ON",2020,2020 Hyundai Elantra,Hyundai,Red,Sedan,Used,23999.0,59282.0,Car Canada Finance,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2020-hyundai-elantra-10705344/,https://images.carpages.ca/inventory/10705344.384476385?w=320&h=240&q=75&s=4d692db1d66e576904a964800bc1a256
3044,"Used 2014 Subaru Impreza  for sale in North York, ON",2014,2014 Subaru Impreza,Subaru,Silver,Sedan,Used,4999.0,240250.0,Car Canada Finance,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2014-subaru-impreza-10705332/,https://images.carpages.ca/inventory/10705332.384476163?w=320&h=240&q=75&s=eea66093aa07fabdca15f8112f325d32
3045,"Used 2019 Honda Civic SPORT MODEL, SUNROOF, LEATHER & CLOTH, REARVIEW CA for sale in North York, ON",2019,2019 Honda Civic,Honda,Blue,Sedan,Used,26500.0,79626.0,Car Canada Finance,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2019-honda-civic-10705296/,https://images.carpages.ca/inventory/10705296.384475470?w=320&h=240&q=75&s=342b5935b49c00f982ea41f7f1575b7f
3046,"Used 2019 Hyundai Sonata ESSENTIAL MODEL, REARVIEW CAMERA, HEATED SEATS, BL for sale in North York, ON",2019,2019 Hyundai Sonata,Hyundai,White,Sedan,Used,23999.0,73596.0,Car Canada Finance,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2019-hyundai-sonata-10705284/,https://images.carpages.ca/inventory/10705284.384475131?w=320&h=240&q=75&s=4d7e2fdd5c8125ec192bc218593d0b10
3047,"Used 2021 Toyota Corolla HYBRID, LEATHER SEATS, REARVIEW CAMERA, HEATED SEA for sale in North York, ON",2021,2021 Toyota Corolla,Toyota,Black,Sedan,Used,29999.0,102431.0,Car Canada Finance,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2021-toyota-corolla-10705245/,https://images.carpages.ca/inventory/10705245.384474372?w=320&h=240&q=75&s=94c4e957418f61eb2b4ef6579cc2ca6d
3048,"Used 2021 Toyota Corolla LE MODEL, LANE DEPARTURE WARNING, COLLISION AVOIDA for sale in North York, ON",2021,2021 Toyota Corolla,Toyota,Gray,Sedan,Used,26999.0,69860.0,Car Canada Finance,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2021-toyota-corolla-10705221/,https://images.carpages.ca/inventory/10705221.384473820?w=320&h=240&q=75&s=a25632cf81b342746aa7e050c2041ec8
3049,"Used 2016 Hyundai Elantra Sport Appearance for sale in Oshawa, ON",2016,2016 Hyundai Elantra,Hyundai,Black,Sedan,Used,12698.0,161807.0,Boss Auto,Oshawa,ON,https://www.carpages.ca/used-cars/ontario/oshawa/2016-hyundai-elantra-10705206/,https://images.carpages.ca/inventory/10705206.384484266?w=320&h=240&q=75&s=5e451d5d0f4e8e7ad6f3911412a6426e
3050,"Used 1999 Lexus ES 300  for sale in Oakville, ON",1999,1999 Lexus ES 300,Lexus,Brown,Sedan,Used,4999.0,205000.0,We Care Lube and Auto Sales Inc,Oakville,ON,https://www.carpages.ca/used-cars/ontario/oakville/1999-lexus-es-300-10705200/,https://images.carpages.ca/inventory/10705200.384472047?w=320&h=240&q=75&s=7d967c1607b0ceaa06ef5771aa26ef95
3051,"Used 2014 Chevrolet Cruze LT for sale in Brantford, ON",2014,2014 Chevrolet Cruze,Chevrolet,White,Sedan,Used,11995.0,160000.0,Five Star Auto,Brantford,ON,https://www.carpages.ca/used-cars/ontario/brantford/2014-chevrolet-cruze-10705113/,https://images.carpages.ca/inventory/10705113.384470697?w=320&h=240&q=75&s=459a178b3cfdd5de0eb9ac81877c18f9
3052,"Used 2021 Nissan Versa 1.6 SV CVT for sale in Vancouver, BC",2021,2021 Nissan Versa,Nissan,White,Sedan,Used,21930.0,67466.0,OpenRoad Subaru Boundary,Vancouver,BC,https://www.carpages.ca/used-cars/british-columbia/vancouver/2021-nissan-versa-10705065/,https://images.carpages.ca/inventory/10705065.384787544?w=320&h=240&q=75&s=6cda7239b5274c4bbf455fdace3c2703
3053,"Used 2016 BMW 6 Series 650i xDrive for sale in Halifax, NS",2016,2016 BMW 6 Series,BMW,Black,Sedan,Used,36495.0,92846.0,Steele Auto Group,Halifax,NS,https://www.carpages.ca/used-cars/nova-scotia/halifax/2016-bmw-6-series-10704939/,https://images.carpages.ca/inventory/10704939.387534996?w=320&h=240&q=75&s=34d9add2b1023f238935fc820d51fd3a
3054,"Used 2019 Chevrolet Cruze LT for sale in Shellbrook, SK",2019,2019 Chevrolet Cruze,Chevrolet,,Sedan,Used,24990.0,51852.0,Shellbrook Chevrolet Buick GMC Ltd,Shellbrook,SK,https://www.carpages.ca/used-cars/saskatchewan/shellbrook/2019-chevrolet-cruze-10704771/,https://images.carpages.ca/inventory/10704771.389096277?w=320&h=240&q=75&s=818ba680b41e09c561040b6e80e72a03
3055,"Used 2021 Hyundai Elantra Preferred w/Sun & Tech pkg for sale in Truro, NS",2021,2021 Hyundai Elantra,Hyundai,White,Sedan,Used,24399.0,79429.0,Zacks Auto Sales,Truro,NS,https://www.carpages.ca/used-cars/nova-scotia/truro/2021-hyundai-elantra-10704765/,https://images.carpages.ca/inventory/10704765.386150555?w=320&h=240&q=75&s=fecc96464d7c8eb29ee581d86906d9f8
3056,"Used 2020 Dodge Charger SXT for sale in Saskatoon, SK",2020,2020 Dodge Charger,Dodge,White Knuckle Clearcoat,Sedan,Used,40000.0,84662.0,Auto Clearing Chrysler & Studio Fiat,Saskatoon,SK,https://www.carpages.ca/used-cars/saskatchewan/saskatoon/2020-dodge-charger-10704711/,https://images.carpages.ca/inventory/10704711.386490668?w=320&h=240&q=75&s=a02740cfc4747baf05cf3c7f3e3fae51
3057,"New 2024 Chevrolet Malibu 1LT for sale in Calgary, AB",2024,2024 Chevrolet Malibu,Chevrolet,Mosaic Black Metallic,Sedan,New,38825.0,,Capital Chevrolet Buick GMC Calgary,Calgary,AB,https://www.carpages.ca/new-cars/alberta/calgary/2024-chevrolet-malibu-10704531/,https://images.carpages.ca/inventory/10704531.389838600?w=320&h=240&q=75&s=489fb23cbb86e40e183e7d7c515011fa
3058,"Used 2023 Hyundai Elantra Essential for sale in Port Hope, ON",2023,2023 Hyundai Elantra,Hyundai,Black,Sedan,Used,27899.0,1022.0,Lauria Hyundai,Port Hope,ON,https://www.carpages.ca/used-cars/ontario/port-hope/2023-hyundai-elantra-10704432/,https://images.carpages.ca/inventory/10704432.386627654?w=320&h=240&q=75&s=91d76b6e081fbdc6beadae60fcca63ea
3059,"Used 2019 Honda Accord Touring 2.0T - Sunroof, A/C Seats, $35,800 Financed! for sale in Winnipeg, MB",2019,2019 Honda Accord,Honda,Lunar Silver Metallic,Sedan,Used,36800.0,69000.0,Auto Show Sales & Finance,Winnipeg,MB,https://www.carpages.ca/used-cars/manitoba/winnipeg/2019-honda-accord-10704369/,https://images.carpages.ca/inventory/10704369.384444720?w=320&h=240&q=75&s=4f34dcc5b1e9f75b891fa959588e3e48
3060,"Used 2020 Acura TLX SH-AWD A-SPEC - NAVI - SUNROOF - RED LEATHER for sale in Oakville, ON",2020,2020 Acura TLX,Acura,White,Sedan,Used,33888.0,44000.0,Roger's Motors,Oakville,ON,https://www.carpages.ca/used-cars/ontario/oakville/2020-acura-tlx-10704093/,https://images.carpages.ca/inventory/10704093.384439476?w=320&h=240&q=75&s=1f8b2fd33167dd4b66fdfdd0312a113b
3061,"Used 2015 Volkswagen Jetta TRENDLINE+ for sale in Regina, SK",2015,2015 Volkswagen Jetta,Volkswagen,Grey,Sedan,Used,16495.0,111230.0,Zed Auto,Regina,SK,https://www.carpages.ca/used-cars/saskatchewan/regina/2015-volkswagen-jetta-10704084/,https://images.carpages.ca/inventory/10704084.388381713?w=320&h=240&q=75&s=9d69f3a0d181ede500655e2ba7220c03
3062,"Used 2020 Nissan Maxima SL * 3.5 L V6 * Navigation * Power double sunroof * Leather interior * Blind spot assist * Emergency braking system * Rear park assist with camera * R for sale in Cambridge, ON",2020,2020 Nissan Maxima,Nissan,Black,Sedan,Used,27995.0,85743.0,Lebada Motors,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2020-nissan-maxima-10704030/,https://images.carpages.ca/inventory/10704030.386438576?w=320&h=240&q=75&s=74d2332b002c873640ed0c2a0fbc275b
3063,"Used 2018 Tesla Model 3 Long Range I ACCELERATION BOOST for sale in Concord, ON",2018,2018 Tesla Model 3,Tesla,Black,Sedan,Used,37950.0,76981.0,Toronto Autohaus Ltd,Concord,ON,https://www.carpages.ca/used-cars/ontario/concord/2018-tesla-model-3-10704027/,https://images.carpages.ca/inventory/10704027.384436959?w=320&h=240&q=75&s=4e65f957146c9413d39b744cb16c8321
3064,"Used 2018 Tesla Model 3 LONG RANGE I 30 DAY SALE ON NOW ! for sale in Concord, ON",2018,2018 Tesla Model 3,Tesla,Maroon,Sedan,Used,35790.0,63876.0,Toronto Autohaus Ltd,Concord,ON,https://www.carpages.ca/used-cars/ontario/concord/2018-tesla-model-3-10704024/,https://images.carpages.ca/inventory/10704024.384436683?w=320&h=240&q=75&s=5f58a5bdf42327812a36058fd513a608
3065,Used 2022 Honda Civic Sedan Sport Sunroof R-Start Blind Spot Heated Frt Seats 18,2022,2022 Honda Civic,Honda,White,Sedan,Used,30487.0,8952.0,CarHub Caledon Chrysler,Bolton,ON,https://www.carpages.ca/used-cars/ontario/bolton/2022-honda-civic-10703943/,https://images.carpages.ca/inventory/10703943.384428742?w=320&h=240&q=75&s=673661aa754b0c1c65372122dcfccc1a
3066,"Used 2023 Hyundai Elantra Preferred Blind Spot Rear BackUp Camera Front Heated Seats for sale in Thornhill, ON",2023,2023 Hyundai Elantra,Hyundai,Blue,Sedan,Used,28387.0,894.0,CarHub North York Chrysler,Thornhill,ON,https://www.carpages.ca/used-cars/ontario/thornhill/2023-hyundai-elantra-10703928/,https://images.carpages.ca/inventory/10703928.384427524?w=320&h=240&q=75&s=ef146abc06960f422b7e7f369359d48b
3067,"Used 2019 Mercedes-Benz C-Class C 300 Pano SunRoof Navigation Hrated Front Seats for sale in Thornhill, ON",2019,2019 Mercedes-Benz C-Class,Mercedes-Benz,White,Sedan,Used,34994.0,30738.0,CarHub North York Chrysler,Thornhill,ON,https://www.carpages.ca/used-cars/ontario/thornhill/2019-mercedes-benz-c-class-10703919/,https://images.carpages.ca/inventory/10703919.384426873?w=320&h=240&q=75&s=83a27f7f1ddfc310a8d9a322c498e81c
3068,"Used 2016 Ford Fusion SE  Dynamic Performance, Low KM! for sale in North Bay, ON",2016,2016 Ford Fusion,Ford,Grey,Sedan,Used,16944.0,50190.0,Subaru of North Bay,North Bay,ON,https://www.carpages.ca/used-cars/ontario/north-bay/2016-ford-fusion-10703856/,https://images.carpages.ca/inventory/10703856.385674917?w=320&h=240&q=75&s=2d1af07128d40ecf9df2c238c29dd340
3069,"Used 2020 Toyota Corolla LE  - Heated Seats for sale in Selkirk, MB",2020,2020 Toyota Corolla,Toyota,Silver,Sedan,Used,27094.0,62000.0,Steeltown Ford,Selkirk,MB,https://www.carpages.ca/used-cars/manitoba/selkirk/2020-toyota-corolla-10703706/,https://images.carpages.ca/inventory/10703706.384986831?w=320&h=240&q=75&s=25dc60f98780dac1c8484fc59788b771
3070,"Used 2022 Honda Civic Sedan Touring for sale in Gander, NL",2022,2022 Honda Civic,Honda,Blue,Sedan,Used,33995.0,35372.0,Steele Auto Group,Gander,NL,https://www.carpages.ca/used-cars/newfoundland-and-labrador/gander/2022-honda-civic-10703691/,https://images.carpages.ca/inventory/10703691.384872210?w=320&h=240&q=75&s=24ae278c7b7a624225fa782d76fb113b
3071,"New 2023 Hyundai Elantra Hybrid Luxury for sale in Fredericton, NB",2023,2023 Hyundai Elantra,Hyundai,Atlas White,Sedan,New,31176.0,17.0,Steele Auto Group,Fredericton,NB,https://www.carpages.ca/new-cars/new-brunswick/fredericton/2023-hyundai-elantra-10703679/,https://images.carpages.ca/inventory/10703679.386761508?w=320&h=240&q=75&s=6bd5c0aaec7882b595cb6e02b50e019b
3072,"Used 2019 Volkswagen Jetta GLI 35th Edition DSG for sale in Nepean, ON",2019,2019 Volkswagen Jetta,Volkswagen,Tornado Red w/ Black Roof,Sedan,Used,29421.0,76588.0,Myers Automotive Group,Nepean,ON,https://www.carpages.ca/used-cars/ontario/nepean/2019-volkswagen-jetta-10703601/,https://images.carpages.ca/inventory/10703601.388386186?w=320&h=240&q=75&s=0079777bc62ea06f889a1f672c3e395a
3073,"Used 2020 Toyota Corolla SE   Sunroof, Heated Wheel & Seats - $114.60 /Wk for sale in Ottawa, ON",2020,2020 Toyota Corolla,Toyota,Blue,Sedan,Used,29990.0,41330.0,Myers Automotive Group,Ottawa,ON,https://www.carpages.ca/used-cars/ontario/ottawa/2020-toyota-corolla-10703364/,https://images.carpages.ca/inventory/10703364.385432919?w=320&h=240&q=75&s=a3c514118443df61a412b29c6aa24298
3074,"Used 2019 Mercedes-Benz S-Class AMG S 63 for sale in Vancouver, BC",2019,2019 Mercedes-Benz S-Class,Mercedes-Benz,Obsidian Black Met,Sedan,Used,122995.0,18000.0,Mercedes-Benz Vancouver,Vancouver,BC,https://www.carpages.ca/used-cars/british-columbia/vancouver/2019-mercedes-benz-s-class-10703334/,https://images.carpages.ca/inventory/10703334.389232414?w=320&h=240&q=75&s=0edace41415723d0e53a88103f2f7cbf
3075,"New 2024 Hyundai Venue PREFERRED for sale in North Bay, ON",2024,2024 Hyundai Venue,Hyundai,Shimmering Silver,Sedan,New,25174.0,25.0,Neddy's North Bay Hyundai,North Bay,ON,https://www.carpages.ca/new-cars/ontario/north-bay/2024-hyundai-venue-10703322/,https://images.carpages.ca/inventory/10703322.384387414?w=320&h=240&q=75&s=1c0db274b8d4ba93db2eda8a401f3673
3076,"Used 2019 Honda Civic Sedan EX CVT  CAM ADAP-CC HTD-SEATS for sale in St. Catharines, ON",2019,2019 Honda Civic,Honda,Blue,Sedan,Used,24698.0,66092.0,CMH AUTO SUPERSTORE,St. Catharines,ON,https://www.carpages.ca/used-cars/ontario/st-catharines/2019-honda-civic-10703181/,https://images.carpages.ca/inventory/10703181.386388338?w=320&h=240&q=75&s=2bd48bd5529469d4d2497826b3fe06ed
3077,"Used 2010 Subaru Impreza 5dr HB Auto 2.5i for sale in Edmonton, AB",2010,2010 Subaru Impreza,Subaru,Black,Sedan,Used,8800.0,218234.0,Green Line Auto Clearance,Edmonton,AB,https://www.carpages.ca/used-cars/alberta/edmonton/2010-subaru-impreza-10703058/,https://images.carpages.ca/inventory/10703058.384965489?w=320&h=240&q=75&s=dfc020915d20348cf88a35e5dc88a384
3078,"Used 2024 Honda Civic Sedan TOURING|LEATHER INTERIOR|BOSE AUDIO SYSTEM|SUNROOF|ALLOYS| for sale in Brampton, ON",2024,2024 Honda Civic,Honda,Grey,Sedan,Used,45698.0,5163.0,Nawab Motors,Brampton,ON,https://www.carpages.ca/used-cars/ontario/brampton/2024-honda-civic-10703028/,https://images.carpages.ca/inventory/10703028.384381705?w=320&h=240&q=75&s=60874e783bbd4cc5a849e43912800707
3079,"Used 2021 Hyundai Sonata PREFERRED|ALLOYS|APPLE CARPLAY|HEATED SEATS|HEATED STEERING| for sale in Brampton, ON",2021,2021 Hyundai Sonata,Hyundai,White,Sedan,Used,36698.0,75618.0,Nawab Motors,Brampton,ON,https://www.carpages.ca/used-cars/ontario/brampton/2021-hyundai-sonata-10703022/,https://images.carpages.ca/inventory/10703022.384381633?w=320&h=240&q=75&s=22f3c48ac3019ba394e5845cdce96808
3080,"Used 2012 Harley-Davidson FXDWG Custom for sale in Mississauga, ON",2012,2012 Harley-Davidson FXDWG,Harley-Davidson,Black,Sedan,Used,9595.0,67100.0,Peel Chrysler Fiat,Mississauga,ON,https://www.carpages.ca/used-cars/ontario/mississauga/2012-harley-davidson-fxdwg-10702989/,https://images.carpages.ca/inventory/10702989.386555168?w=320&h=240&q=75&s=becbac39e1ecdd73e3895dfe7bbdf889
3081,"Used 2019 Nissan Sentra PWR SEAT HEATD SEATS MINT! WE FINANCE ALL CREDIT! for sale in London, ON",2019,2019 Nissan Sentra,Nissan,,Sedan,Used,22495.0,116960.0,5 Star Dealer Group,London,ON,https://www.carpages.ca/used-cars/ontario/london/2019-nissan-sentra-10702980/,https://images.carpages.ca/inventory/10702980.384963398?w=320&h=240&q=75&s=2d17a6e1f6d85afb157c8542088ebdf8
3082,"Used 2021 Toyota Corolla SUNROOF H-SEATS LOADED MINT WE FINANCE ALL CREDIT! for sale in London, ON",2021,2021 Toyota Corolla,Toyota,Black Sand Pearl,Sedan,Used,34995.0,29821.0,5 Star Dealer Group,London,ON,https://www.carpages.ca/used-cars/ontario/london/2021-toyota-corolla-10702965/,https://images.carpages.ca/inventory/10702965.387814374?w=320&h=240&q=75&s=6ad338dc842ed997e51724509775d975
3083,"Used 2015 BMW 335i AWD NAV MEMORY SEATS LEATHER SUNROOF MINT CONDITI for sale in London, ON",2015,2015 BMW 335i,BMW,Blue,Sedan,Used,23995.0,129008.0,5 Star Dealer Group,London,ON,https://www.carpages.ca/used-cars/ontario/london/2015-bmw-335i-10702956/,https://images.carpages.ca/inventory/10702956.384378387?w=320&h=240&q=75&s=bfe93c2583c978409f9c5a5f51aeb68c
3084,"Used 2019 Kia Forte EX IVT Back Up Camera Heated Front Seats & Wheel for sale in St Catharines, ON",2019,2019 Kia Forte,Kia,Snow White Pearl,Sedan,Used,26495.0,4336.0,Two Guys Quality Cars,St Catharines,ON,https://www.carpages.ca/used-cars/ontario/st-catharines/2019-kia-forte-10702839/,https://images.carpages.ca/inventory/10702839.384823616?w=320&h=240&q=75&s=8dc8064584222ed6d8fe128e36408fd2
3085,"Used 2015 Audi A4 2.0T Progressiv quattro 8sp Tiptronic for sale in Guelph, ON",2015,2015 Audi A4,Audi,White,Sedan,Used,17850.0,129166.0,Guelph City Mazda,Guelph,ON,https://www.carpages.ca/used-cars/ontario/guelph/2015-audi-a4-10702809/,https://images.carpages.ca/inventory/10702809.387175329?w=320&h=240&q=75&s=620731d61a7b14f56918d6434cc5fcfa
3086,"Used 2021 Honda Civic Sedan LX | Apple CarPlay | Heated Seats | Honda Sensing for sale in Rexdale, ON",2021,2021 Honda Civic,Honda,Crystal Black Pearl,Sedan,Used,26595.0,48831.0,Castle Honda,Rexdale,ON,https://www.carpages.ca/used-cars/ontario/rexdale/2021-honda-civic-10702794/,https://images.carpages.ca/inventory/10702794.386995542?w=320&h=240&q=75&s=0c36e6f743eabc0837c07f7f9d204733
3087,"Used 2011 Chevrolet Cruze LT Loaded, Very nice, Local Trade, Only $10,995. for sale in Swift Current, SK",2011,2011 Chevrolet Cruze,Chevrolet,Light Blue,Sedan,Used,10995.0,159580.0,Gauvin Motors Ltd,Swift Current,SK,https://www.carpages.ca/used-cars/saskatchewan/swift-current/2011-chevrolet-cruze-10702788/,https://images.carpages.ca/inventory/10702788.384373230?w=320&h=240&q=75&s=202fbc8b60e4b9a3ffe2c10b38688a47
3088,"Used 2019 Volkswagen Jetta 1.4L Highline! 4 New Tires! New Brakes! for sale in Whitby, ON",2019,2019 Volkswagen Jetta,Volkswagen,Black,Sedan,Used,21988.0,112489.0,Owasco Audi and Volkswagen,Whitby,ON,https://www.carpages.ca/used-cars/ontario/whitby/2019-volkswagen-jetta-10702779/,https://images.carpages.ca/inventory/10702779.384372993?w=320&h=240&q=75&s=e9e0283240b60c37b6f9c46e18477c27
3089,"Used 2019 Audi A3 2.0T Komfort + Audi Phonebox | Pano Sunroof for sale in Whitby, ON",2019,2019 Audi A3,Audi,White,Sedan,Used,28900.0,42671.0,Owasco Audi and Volkswagen,Whitby,ON,https://www.carpages.ca/used-cars/ontario/whitby/2019-audi-a3-10702776/,https://images.carpages.ca/inventory/10702776.384372813?w=320&h=240&q=75&s=a8e5517daf909e5ad6bd1b7d60da9648
3090,"Used 2010 Pontiac G3 SE ~AM/FM Stereo ~Climate Control ~Sunroof for sale in Barrie, ON",2010,2010 Pontiac G3,Pontiac,Brown,Sedan,Used,9990.0,154305.0,G.D. Coates Used Car Superstore,Barrie,ON,https://www.carpages.ca/used-cars/ontario/barrie/2010-pontiac-g3-10702746/,https://images.carpages.ca/inventory/10702746.384535320?w=320&h=240&q=75&s=394f0bdd1e2c1f5379485800d77dd365
3091,"Used 2015 Honda Civic EX ~Bluetooth ~Heated Seats ~Sunroof for sale in Barrie, ON",2015,2015 Honda Civic,Honda,Taffeta White,Sedan,Used,15990.0,152978.0,G.D. Coates Used Car Superstore,Barrie,ON,https://www.carpages.ca/used-cars/ontario/barrie/2015-honda-civic-10702734/,https://images.carpages.ca/inventory/10702734.384534570?w=320&h=240&q=75&s=7ef4de29e8c76d52bf9e97252ed04ea8
3092,"Used 2015 Buick Verano ~Backup Cam ~Sunroof ~Bluetooth ~Alloy Wheels for sale in Barrie, ON",2015,2015 Buick Verano,Buick,Mocha Bronze Metallic,Sedan,Used,17990.0,61355.0,G.D. Coates Used Car Superstore,Barrie,ON,https://www.carpages.ca/used-cars/ontario/barrie/2015-buick-verano-10702740/,https://images.carpages.ca/inventory/10702740.384535059?w=320&h=240&q=75&s=ce27565225b4b97cc4be7cbb76d905d4
3093,"Used 2018 Subaru WRX SPORT TECH for sale in Port Coquitlam, BC",2018,2018 Subaru WRX,Subaru,White,Sedan,Used,28990.0,64431.0,Jim Pattison Auto Group,Port Coquitlam,BC,https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2018-subaru-wrx-10702704/,https://images.carpages.ca/inventory/10702704.384659126?w=320&h=240&q=75&s=03dfcbc09b07478d8bd6690aa1132b60
3094,"Used 2022 BMW 5 Series 540i xDrive, No Accidents! for sale in North Vancouver, BC",2022,2022 BMW 5 Series,BMW,Black,Sedan,Used,63300.0,39059.0,Jim Pattison Auto Group,North Vancouver,BC,https://www.carpages.ca/used-cars/british-columbia/north-vancouver/2022-bmw-5-series-10702662/,https://images.carpages.ca/inventory/10702662.388935918?w=320&h=240&q=75&s=f05bb77753c7214e4e4193226b1b1b10
3095,"Used 2006 Rolls Royce Phantom V12 | SUNROOF | LEXICON | FRIDGE for sale in Vaughan, ON",2006,2006 Rolls Royce Phantom,Rolls,Black,Sedan,Used,119910.0,62907.0,Toronto Auto Brokers,Vaughan,ON,https://www.carpages.ca/used-cars/ontario/vaughan/2006-rolls-royce-phantom-10702545/,https://images.carpages.ca/inventory/10702545.389562612?w=320&h=240&q=75&s=76716fa8bcbd06ea982af373c63411d6
