,Titles,Year,Model,Make,Colour,Style,Condition,Price,Mileages,Dealer,City,Province,Posting Link,Image Link
36,"Used 2021 Lexus ES ES 300h, Hybrid, Ultra Luxury Pkg, Mark Levinson Audio, Leather, Sunroof, Navigation & More! for sale in Guelph, ON",2021,2021 Lexus ES,Lexus,Black,Sedan,Used,41988,75000.0,Mark Wilson's Better Used Cars,Guelph,ON,https://www.carpages.ca/used-cars/ontario/guelph/2021-lexus-es-10791570/,https://images.carpages.ca/inventory/10791570.387875397?w=320&h=240&q=75&s=4668c26f5bc960a612d7e181f1fd3c96
37,"Used 2020 Honda Civic Sedan Sport Sunroof Front Heated Seats Lane Keeping Assist for sale in Thornhill, ON",2020,2020 Honda Civic,Honda,Black,Sedan,Used,26498,41636.0,CarHub North York Chrysler,Thornhill,ON,https://www.carpages.ca/used-cars/ontario/thornhill/2020-honda-civic-10791537/,https://images.carpages.ca/inventory/10791537.387871821?w=320&h=240&q=75&s=aac56bf1acc1c62f7a7df369fd129574
38,"Used 2007 Buick Allure CX for sale in Shellbrook, SK",2007,2007 Buick Allure,Buick,,Sedan,Used,2990,308000.0,Shellbrook Chevrolet Buick GMC Ltd,Shellbrook,SK,https://www.carpages.ca/used-cars/saskatchewan/shellbrook/2007-buick-allure-10791480/,https://images.carpages.ca/inventory/10791480.387870651?w=320&h=240&q=75&s=89d38dd98bd931f7d9905593ab0d4b61
39,"New 2023 Chevrolet Bolt EV 1LT for sale in London, ON",2023,2023 Chevrolet Bolt,Chevrolet,Black,Sedan,New,41490,,MacMaster Chevrolet,London,ON,https://www.carpages.ca/new-cars/ontario/london/2023-chevrolet-bolt-10791420/,https://images.carpages.ca/inventory/10791420.387913332?w=320&h=240&q=75&s=92aa71c7a53243904d8327beb68979be
40,"Used 2019 Tesla Model 3 LONG RANGE - FULL SELF DRIVING for sale in Oakville, ON",2019,2019 Tesla Model 3,Tesla,White,Sedan,Used,39888,105000.0,Roger's Motors,Oakville,ON,https://www.carpages.ca/used-cars/ontario/oakville/2019-tesla-model-3-10791129/,https://images.carpages.ca/inventory/10791129.387858213?w=320&h=240&q=75&s=25e991df27058eeedd4a211baaedd0e3
41,"Used 2018 Toyota Corolla SE - HTD SEATS - REVERSE CAM - TECH FEATURES for sale in Oakville, ON",2018,2018 Toyota Corolla,Toyota,Gray,Sedan,Used,20888,78000.0,Roger's Motors,Oakville,ON,https://www.carpages.ca/used-cars/ontario/oakville/2018-toyota-corolla-10791126/,https://images.carpages.ca/inventory/10791126.387858126?w=320&h=240&q=75&s=551225272fa91f827acac800837c17f1
42,"Used 2016 Hyundai Sonata Sunroof * Touchscreen Infotainment Display System * Keyless Entry * Heated Seats * Leather Steering Wheel * Heated Steering Wheel * Push To Start Igni for sale in Cambridge, ON",2016,2016 Hyundai Sonata,Hyundai,Blue,Sedan,Used,13995,153530.0,Lebada Motors,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2016-hyundai-sonata-10791105/,https://images.carpages.ca/inventory/10791105.387856803?w=320&h=240&q=75&s=15add3ef94f533c2d1830219f5a6085f
43,"Used 2013 Kia Optima EX**LOADED*HEATED/COOLED SEATS*PANO ROOF*HEATED WH for sale in Hamilton, ON",2013,2013 Kia Optima,Kia,Silver,Sedan,Used,13495,74642.0,Wayne's Auto World,Hamilton,ON,https://www.carpages.ca/used-cars/ontario/hamilton/2013-kia-optima-10791096/,https://images.carpages.ca/inventory/10791096.387854808?w=320&h=240&q=75&s=d682ce9d6803100430c4bd5d5ed166b1
44,"Used 2007 Lexus ES Base for sale in Mississauga, ON",2007,2007 Lexus ES,Lexus,Blue,Sedan,Used,9933,160815.0,Danny and Sons Auto Sales,Mississauga,ON,https://www.carpages.ca/used-cars/ontario/mississauga/2007-lexus-es-10791078/,https://images.carpages.ca/inventory/10791078.387854124?w=320&h=240&q=75&s=3707fa8e39fbe06f9efba960a34c92c6
45,"New 2024 Nissan Kicks SV for sale in Yarmouth, NS",2024,2024 Nissan Kicks,Nissan,SUPER BLACK(KH3),Sedan,New,26828,,Yarmouth Nissan,Yarmouth,NS,https://www.carpages.ca/new-cars/nova-scotia/yarmouth/2024-nissan-kicks-10791042/,https://images.carpages.ca/inventory/10791042.387850710?w=320&h=240&q=75&s=456f012f7b621de399d833f721e5636c
46,"New 2024 Nissan Kicks S for sale in Yarmouth, NS",2024,2024 Nissan Kicks,Nissan,FRESH POWDER(QM1),Sedan,New,24228,,Yarmouth Nissan,Yarmouth,NS,https://www.carpages.ca/new-cars/nova-scotia/yarmouth/2024-nissan-kicks-10791039/,https://images.carpages.ca/inventory/10791039.387850446?w=320&h=240&q=75&s=81c868091b185aaf0f422f4db9f03fc1
47,"Used 2020 Mazda CX-30 GS AWD*B-ZONE*SIÈGES CHAUFFANTS*CRUISE* for sale in Québec, QC",2020,2020 Mazda CX-30,Mazda,Bleu,Sedan,Used,25817,68995.0,Kia Val-Bélair,Québec,QC,https://www.carpages.ca/used-cars/quebec/quebec/2020-mazda-cx-30-10791006/,https://images.carpages.ca/inventory/10791006.387988239?w=320&h=240&q=75&s=30a38e0448c538595ebd51d1bb3bd1a2
48,"Used 2018 Kia Forte5 LX+ Auto | HEATED SEATS | BLUETOOTH | A/C for sale in Oakville, ON",2018,2018 Kia Forte5,Kia,White,Sedan,Used,18980,70823.0,Lockwood Kia,Oakville,ON,https://www.carpages.ca/used-cars/ontario/oakville/2018-kia-forte5-10790826/,https://images.carpages.ca/inventory/10790826.387837636?w=320&h=240&q=75&s=e2b91033345d7b018a46a32a7827785e
49,"Used 2019 Toyota Corolla LE  - Heated Seats -  LED Lights for sale in Kanata, ON",2019,2019 Toyota Corolla,Toyota,Gray,Sedan,Used,22495,57887.0,Myers Automotive Group,Kanata,ON,https://www.carpages.ca/used-cars/ontario/kanata/2019-toyota-corolla-10790496/,https://images.carpages.ca/inventory/10790496.387827172?w=320&h=240&q=75&s=b4148fa917a04c8a87dc517bc0cffd83
0,"Used 2018 Hyundai Elantra GL SE for sale in Niagara Falls, ON",2018,2018 Hyundai Elantra,Hyundai,,Sedan,Used,15995,122368.0,Cardinal Kia,Niagara Falls,ON,https://www.carpages.ca/used-cars/ontario/niagara-falls/2018-hyundai-elantra-10790475/,https://images.carpages.ca/inventory/10790475.387826698?w=320&h=240&q=75&s=62927cd3a7e60604c30fb8f4b91cfadb
1,"Used 2020 Kia Forte EX+ IVT for sale in Niagara Falls, ON",2020,2020 Kia Forte,Kia,,Sedan,Used,20995,103341.0,Cardinal Kia,Niagara Falls,ON,https://www.carpages.ca/used-cars/ontario/niagara-falls/2020-kia-forte-10790442/,https://images.carpages.ca/inventory/10790442.387826116?w=320&h=240&q=75&s=609bed17de95e058ccb37224c44b6cab
2,"New 2024 Kia Forte GT-Line IVT for sale in Niagara Falls, ON",2024,2024 Kia Forte,Kia,Gravity Grey,Sedan,New,34384,,Cardinal Kia,Niagara Falls,ON,https://www.carpages.ca/new-cars/ontario/niagara-falls/2024-kia-forte-10790439/,https://images.carpages.ca/inventory/10790439.387826104?w=320&h=240&q=75&s=9141b0cd5cab5fb49d354eb8853b84b2
3,"Used 2014 Buick Verano LEATHER  - $163 B/W - Low Mileage for sale in Ottawa, ON",2014,2014 Buick Verano,Buick,,Sedan,Used,13898,80868.0,Myers Automotive Group,Ottawa,ON,https://www.carpages.ca/used-cars/ontario/ottawa/2014-buick-verano-10790379/,https://images.carpages.ca/inventory/10790379.387962271?w=320&h=240&q=75&s=1f52ebba09aa3f95c105287285439257
4,"Used 2019 Nissan Altima Platinum  - Sunroof -  Heated Seats for sale in Ottawa, ON",2019,2019 Nissan Altima,Nissan,,Sedan,Used,26995,30309.0,Myers Automotive Group,Ottawa,ON,https://www.carpages.ca/used-cars/ontario/ottawa/2019-nissan-altima-10790268/,https://images.carpages.ca/inventory/10790268.387821136?w=320&h=240&q=75&s=27692e144d7ee04a6e40af104cfcc83a
5,"Used 2012 Honda Civic Sedan LX  - Bluetooth -  A/C for sale in Ottawa, ON",2012,2012 Honda Civic,Honda,,Sedan,Used,9495,200109.0,Myers Automotive Group,Ottawa,ON,https://www.carpages.ca/used-cars/ontario/ottawa/2012-honda-civic-10790265/,https://images.carpages.ca/inventory/10790265.387821097?w=320&h=240&q=75&s=8e5005affd260fd9b8a0faea0b2c889a
6,"Used 2017 Honda Civic Sedan LX  - A/C -  Bluetooth for sale in Ottawa, ON",2017,2017 Honda Civic,Honda,,Sedan,Used,19495,146646.0,Myers Automotive Group,Ottawa,ON,https://www.carpages.ca/used-cars/ontario/ottawa/2017-honda-civic-10790262/,https://images.carpages.ca/inventory/10790262.387821001?w=320&h=240&q=75&s=0a0d1e4d5eab878b14f0cc75fa5f7d3a
7,"Used 2018 Mazda MAZDA3 GS for sale in Scarborough, ON",2018,2018 Mazda MAZDA3,Mazda,Blue,Sedan,Used,20836,100334.0,Scarboro Mazda,Scarborough,ON,https://www.carpages.ca/used-cars/ontario/scarborough/2018-mazda-mazda3-10790238/,https://images.carpages.ca/inventory/10790238.387819546?w=320&h=240&q=75&s=935f70590fc487bb1975c9546a297c3b
8,"Used 2020 Ford Transit Connect CARGO VAN| DUAL SLIDING DOORS | REAR CAM |1 OWNER for sale in Brantford, ON",2020,2020 Ford Transit Connect,Ford,Frozen White,Sedan,Used,31888,73373.0,Car Nation Canada,Brantford,ON,https://www.carpages.ca/used-cars/ontario/brantford/2020-ford-transit-connect-10790208/,https://images.carpages.ca/inventory/10790208.387815961?w=320&h=240&q=75&s=5bce30d65be022b00e6eeee19a14262b
9,"Used 2016 Honda Civic Sedan CERTIFIED VERY CLEAN CAR  WE FINANCE ALL CREDIT for sale in London, ON",2016,2016 Honda Civic,Honda,Crystal Black Pearl,Sedan,Used,22495,100534.0,5 Star Dealer Group,London,ON,https://www.carpages.ca/used-cars/ontario/london/2016-honda-civic-10790151/,https://images.carpages.ca/inventory/10790151.387956268?w=320&h=240&q=75&s=7e8158f6d10c64f0663394a85e379757
10,"Used 2018 Chevrolet Cruze HEATED SEATS R-CAM  LOADED! WE FINANCE ALL CREDIT for sale in London, ON",2018,2018 Chevrolet Cruze,Chevrolet,SUMMIT WHITE,Sedan,Used,23495,99250.0,5 Star Dealer Group,London,ON,https://www.carpages.ca/used-cars/ontario/london/2018-chevrolet-cruze-10790139/,https://images.carpages.ca/inventory/10790139.387956208?w=320&h=240&q=75&s=62a0f7a601f8ed0c6c86f30d0eea129b
11,"Used 2019 Ford Fusion NAV LEATHER H-SEATS LOADED! WE FINANCE ALL CREDIT! for sale in London, ON",2019,2019 Ford Fusion,Ford,Agate Black,Sedan,Used,26995,102481.0,5 Star Dealer Group,London,ON,https://www.carpages.ca/used-cars/ontario/london/2019-ford-fusion-10790130/,https://images.carpages.ca/inventory/10790130.387956139?w=320&h=240&q=75&s=d8edef58a779823b3a3b97334a4ed085
12,"Used 2023 Chevrolet Malibu 1LT| BACK UP CAMERA| HEATED SEATS| for sale in Burlington, ON",2023,2023 Chevrolet Malibu,Chevrolet,SUMMIT WHITE,Sedan,Used,28988,14018.0,Car Nation Canada,Burlington,ON,https://www.carpages.ca/used-cars/ontario/burlington/2023-chevrolet-malibu-10790121/,https://images.carpages.ca/inventory/10790121.387813816?w=320&h=240&q=75&s=511731c302bbd90afaa2dbcdca70ca37
13,"Used 2015 Dodge Charger SXT RWD Navigation Sunroof Heated Front Seats for sale in St Catharines, ON",2015,2015 Dodge Charger,Dodge,Granite Crystal Metallic,Sedan,Used,15995,136902.0,Two Guys Quality Cars,St Catharines,ON,https://www.carpages.ca/used-cars/ontario/st-catharines/2015-dodge-charger-10790118/,https://images.carpages.ca/inventory/10790118.387952242?w=320&h=240&q=75&s=5135f49a62412678177ce68e24a08282
14,"New 2024 Mazda MAZDA3 Sport GX for sale in Sherwood Park, AB",2024,2024 Mazda MAZDA3,Mazda,Blue[Deep Crystal Blue Mica],Sedan,New,27071.25,10.0,Park Mazda,Sherwood Park,AB,https://www.carpages.ca/new-cars/alberta/sherwood-park/2024-mazda-mazda3-10790109/,https://images.carpages.ca/inventory/10790109.387813531?w=320&h=240&q=75&s=4f1bf5cb394443e3b30b54f3617180ea
15,"New 2024 Mazda MAZDA3 Sport GX for sale in Sherwood Park, AB",2024,2024 Mazda MAZDA3,Mazda,Black[Jet Black Mica],Sedan,New,27071.25,10.0,Park Mazda,Sherwood Park,AB,https://www.carpages.ca/new-cars/alberta/sherwood-park/2024-mazda-mazda3-10790079/,https://images.carpages.ca/inventory/10790079.387813459?w=320&h=240&q=75&s=11b24258dc3b0f51659b0bdb64c072a3
16,"New 2024 Mazda MAZDA3 GT for sale in Sherwood Park, AB",2024,2024 Mazda MAZDA3,Mazda,Gray[Machine Grey Metallic],Sedan,New,39521.25,10.0,Park Mazda,Sherwood Park,AB,https://www.carpages.ca/new-cars/alberta/sherwood-park/2024-mazda-mazda3-10790058/,https://images.carpages.ca/inventory/10790058.387813402?w=320&h=240&q=75&s=2ef8eec3d34f1e1a863ac2843bcab8fd
17,"Used 2020 Acura TLX ELITE A-SPEC V6 AWD| RED LEATHER| 360 CAM| SUNROOF for sale in Ottawa, ON",2020,2020 Acura TLX,Acura,Platinum White Pearl,Sedan,Used,32958,104523.0,Car-On Auto Sales,Ottawa,ON,https://www.carpages.ca/used-cars/ontario/ottawa/2020-acura-tlx-10790028/,https://images.carpages.ca/inventory/10790028.387812688?w=320&h=240&q=75&s=3a46cbd3829919dcf90ed4f6028246a1
18,"Used 2016 Chevrolet Cruze LT AUTOMATIC**4CYL**FRESH SAFETY for sale in Winnipeg, MB",2016,2016 Chevrolet Cruze,Chevrolet,,Sedan,Used,15900,152760.0,West Perimeter Auto Centre,Winnipeg,MB,https://www.carpages.ca/used-cars/manitoba/winnipeg/2016-chevrolet-cruze-10789920/,https://images.carpages.ca/inventory/10789920.387807528?w=320&h=240&q=75&s=511742427307be68f4ee2a0020ec083c
19,"Used 2010 Mazda MAZDA3 GX ~A/C ~Alloy Wheels ~AM/FM Stereo ~Sunroof for sale in Barrie, ON",2010,2010 Mazda MAZDA3,Mazda,Aluminum Metallic Mica,Sedan,Used,9990,173582.0,G.D. Coates Used Car Superstore,Barrie,ON,https://www.carpages.ca/used-cars/ontario/barrie/2010-mazda-mazda3-10789917/,https://images.carpages.ca/inventory/10789917.387807498?w=320&h=240&q=75&s=50ce350f1a8ffd429a73df12b7fd64b7
20,"Used 2021 Chrysler 300 300 Touring L AWD for sale in Barrie, ON",2021,2021 Chrysler 300,Chrysler,Silver Mist,Sedan,Used,35990,83988.0,G.D. Coates Used Car Superstore,Barrie,ON,https://www.carpages.ca/used-cars/ontario/barrie/2021-chrysler-300-10789914/,https://images.carpages.ca/inventory/10789914.387807474?w=320&h=240&q=75&s=420ab49ccf5872c618fb10de9708d1ea
21,"Used 2019 Honda Odyssey EX, 8 PASSAGERS, PORTES ELECTRIQUES, CARPLAY for sale in Saint-Hubert, QC",2019,2019 Honda Odyssey,Honda,Modern Steel Metallic,Sedan,Used,35888,28183.0,Auto Flash BFH,Saint-Hubert,QC,https://www.carpages.ca/used-cars/quebec/saint-hubert/2019-honda-odyssey-10789899/,https://images.carpages.ca/inventory/10789899.387806943?w=320&h=240&q=75&s=70c0fa45a47c682db4b3259cf44447de
22,"Used 2018 Mazda MAZDA3 Gs|HtdSeats|Camera|Local|Clean|50MPG for sale in Brandon, MB",2018,2018 Mazda MAZDA3,Mazda,Jet Black Mica,Sedan,Used,25995,38063.0,Forman Honda,Brandon,MB,https://www.carpages.ca/used-cars/manitoba/brandon/2018-mazda-mazda3-10789893/,https://images.carpages.ca/inventory/10789893.387806577?w=320&h=240&q=75&s=8a335921afbc2ce96b279bb6a033adcd
23,"Used 2018 Nissan Altima 2.5 SV Sedan for sale in Surrey, BC",2018,2018 Nissan Altima,Nissan,Gun Metallic,Sedan,Used,18500,107933.0,Jim Pattison Auto Group,Surrey,BC,https://www.carpages.ca/used-cars/british-columbia/surrey/2018-nissan-altima-10789869/,https://images.carpages.ca/inventory/10789869.387805362?w=320&h=240&q=75&s=9645adc8738dd6ed56d9506b2e381945
24,"Used 2021 Hyundai Elantra Preferred IVT|SUNPKG|TECHPKG|HEATEDSEATS|BACKUPCAM for sale in North York, ON",2021,2021 Hyundai Elantra,Hyundai,Fiery Red,Sedan,Used,24987,85004.0,Favorit Motors,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2021-hyundai-elantra-10789851/,https://images.carpages.ca/inventory/10789851.387803835?w=320&h=240&q=75&s=c9528280feb98b45a8225b5977b69b6b
25,"Used 2021 Hyundai Elantra Preferred IVT|SUNPKG|TECHPKG|HEATEDSEATS|BACKUPCAM for sale in North York, ON",2021,2021 Hyundai Elantra,Hyundai,Polar White,Sedan,Used,24587,92659.0,Favorit Motors,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2021-hyundai-elantra-10789848/,https://images.carpages.ca/inventory/10789848.387803604?w=320&h=240&q=75&s=d7da4fd0002874657945555f72c1236b
26,"Used 2018 Tesla Model 3 LONG RANGE|FULLSELFDRIVING|ALLOYS|NAV|BACKUPCAM|++ for sale in North York, ON",2018,2018 Tesla Model 3,Tesla,Red,Sedan,Used,37995,110282.0,Favorit Motors,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2018-tesla-model-3-10789845/,https://images.carpages.ca/inventory/10789845.387802998?w=320&h=240&q=75&s=d1c0dbb4de059e638cb777de02418dee
27,"Used 2021 Porsche Taycan 4S | EXPOSED CARBON FIBER KIT | 19 IN WHEELS for sale in Vaughan, ON",2021,2021 Porsche Taycan,Porsche,Mamba Green Metallic,Sedan,Used,107910,34194.0,Toronto Auto Brokers,Vaughan,ON,https://www.carpages.ca/used-cars/ontario/vaughan/2021-porsche-taycan-10789833/,https://images.carpages.ca/inventory/10789833.387802221?w=320&h=240&q=75&s=64ef0cb8db0324d883103a3626686eb6
28,"New 2024 Hyundai Venue PREFERRED for sale in North Bay, ON",2024,2024 Hyundai Venue,Hyundai,ULTIMATE RED W/BLACK ROOF,Sedan,New,25524,25.0,Neddy's North Bay Hyundai,North Bay,ON,https://www.carpages.ca/new-cars/ontario/north-bay/2024-hyundai-venue-10789659/,https://images.carpages.ca/inventory/10789659.387796590?w=320&h=240&q=75&s=0b0e662ba9045bcdb1d9920ffc72b580
29,"New 2023 Hyundai Elantra Hybrid Luxury for sale in North Bay, ON",2023,2023 Hyundai Elantra,Hyundai,Amazon Grey,Sedan,New,31424,25.0,Neddy's North Bay Hyundai,North Bay,ON,https://www.carpages.ca/new-cars/ontario/north-bay/2023-hyundai-elantra-10789650/,https://images.carpages.ca/inventory/10789650.387796518?w=320&h=240&q=75&s=7dba98fbd2be25a1d44b1f9ddd749ae5
30,"New 2024 Hyundai Venue PREFERRED for sale in North Bay, ON",2024,2024 Hyundai Venue,Hyundai,Shimmering Silver w/Black Roof,Sedan,New,25524,25.0,Neddy's North Bay Hyundai,North Bay,ON,https://www.carpages.ca/new-cars/ontario/north-bay/2024-hyundai-venue-10789590/,https://images.carpages.ca/inventory/10789590.387796035?w=320&h=240&q=75&s=c1cc1064c107c60c03cf74134a4995dc
31,"Used 2020 Kia Forte EX+ | Must See Low Kms!! for sale in Oakville, ON",2020,2020 Kia Forte,Kia,Black,Sedan,Used,23144,46319.0,Oak-Land Ford,Oakville,ON,https://www.carpages.ca/used-cars/ontario/oakville/2020-kia-forte-10789398/,https://images.carpages.ca/inventory/10789398.387940560?w=320&h=240&q=75&s=48c69fed6ba30dcf8427885b5523b8ae
32,"Used 2022 Nissan Sentra SV Special Edition | Winter Tire Set Included for sale in Winnipeg, MB",2022,2022 Nissan Sentra,Nissan,Super Black,Sedan,Used,27992,14000.0,Birchwood Hyundai,Winnipeg,MB,https://www.carpages.ca/used-cars/manitoba/winnipeg/2022-nissan-sentra-10789005/,https://images.carpages.ca/inventory/10789005.387787569?w=320&h=240&q=75&s=d267fb35a1d07873d3d8c6d0225f30bd
33,"New 2024 MINI Cooper Countryman Cooper S for sale in Winnipeg, MB",2024,2024 MINI Cooper Countryman,MINI,Nanuq White,Sedan,New,49768,90.0,Winnipeg Mini,Winnipeg,MB,https://www.carpages.ca/new-cars/manitoba/winnipeg/2024-mini-cooper-countryman-10788999/,https://images.carpages.ca/inventory/10788999.387787431?w=320&h=240&q=75&s=88f9b8f6b433f3f4280b9744d1dba94c
34,"Used 2020 Toyota Corolla 4-door Sedan LE CVT for sale in Mississauga, ON",2020,2020 Toyota Corolla,Toyota,Super White,Sedan,Used,24995,50285.0,The Humberview Group,Mississauga,ON,https://www.carpages.ca/used-cars/ontario/mississauga/2020-toyota-corolla-10788996/,https://images.carpages.ca/inventory/10788996.387787353?w=320&h=240&q=75&s=07f4a40ab0fccef91e5567154028cded
35,"New 2024 MINI Cooper Countryman Cooper S for sale in Winnipeg, MB",2024,2024 MINI Cooper Countryman,MINI,Nanuq White,Sedan,New,49768,90.0,Winnipeg Mini,Winnipeg,MB,https://www.carpages.ca/new-cars/manitoba/winnipeg/2024-mini-cooper-countryman-10788990/,https://images.carpages.ca/inventory/10788990.387787332?w=320&h=240&q=75&s=ed1039922e222ec82c081939293b35e4
36,"Used 2010 Subaru Legacy Ltd Awd for sale in Brantford, ON",2010,2010 Subaru Legacy,Subaru,,Sedan,Used,4600,245000.0,J.Domotor Enterprises,Brantford,ON,https://www.carpages.ca/used-cars/ontario/brantford/2010-subaru-legacy-10788549/,https://images.carpages.ca/inventory/10788549.387782436?w=320&h=240&q=75&s=85c249af4e9c055c8c78fc7928dcb12e
37,"Used 2009 BMW 5 Series 528i xDrive for sale in North York, ON",2009,2009 BMW 5 Series,BMW,Blue,Sedan,Used,9950,217611.0,Vision Fine Cars,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2009-bmw-5-series-10788270/,https://images.carpages.ca/inventory/10788270.387767589?w=320&h=240&q=75&s=2dea74d8f4d13e552308dcd084c7f04d
38,"Used 2016 Honda Accord LX w/Honda Sensing 2.4L/NO ACCIDENTS/CERTIFIED for sale in Cambridge, ON",2016,2016 Honda Accord,Honda,Black,Sedan,Used,21490,98000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2016-honda-accord-10788252/,https://images.carpages.ca/inventory/10788252.387767802?w=320&h=240&q=75&s=02d02b8b2b0839dade79444e1c20ef0d
39,"Used 2020 Toyota Corolla SE 2L/NO ACCIDENTS/SUNROOF/CERTIFIED for sale in Cambridge, ON",2020,2020 Toyota Corolla,Toyota,Blue,Sedan,Used,21490,167000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2020-toyota-corolla-10788249/,https://images.carpages.ca/inventory/10788249.387767076?w=320&h=240&q=75&s=9dfc5c85306ed54f75dddf995a114d24
40,"Used 2018 Chevrolet Malibu PREMIER 1.5T/ONE OWNER/PANORAMIC SUNROOF/CERTIFIED for sale in Cambridge, ON",2018,2018 Chevrolet Malibu,Chevrolet,Silver,Sedan,Used,18990,139000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2018-chevrolet-malibu-10788246/,https://images.carpages.ca/inventory/10788246.387766974?w=320&h=240&q=75&s=7621a67db7f179714e40a4d7c61bd134
41,"Used 2019 Chevrolet Impala LT 2.5L/ONE OWNER/NO ACCIDENTS/CERTIFIED for sale in Cambridge, ON",2019,2019 Chevrolet Impala,Chevrolet,Black,Sedan,Used,18990,159000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2019-chevrolet-impala-10788240/,https://images.carpages.ca/inventory/10788240.387766746?w=320&h=240&q=75&s=271c8c6a863a0be903892a1c4dcec543
42,"Used 2018 Chevrolet Malibu PREMIER 1.5T/ONE OWNER/NO ACCIDENTS/CERTIFIED for sale in Cambridge, ON",2018,2018 Chevrolet Malibu,Chevrolet,Silver,Sedan,Used,18790,155000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2018-chevrolet-malibu-10788234/,https://images.carpages.ca/inventory/10788234.387766626?w=320&h=240&q=75&s=95bb42e8722cb05777291772a306a2cf
43,"Used 2014 Honda Accord EX-L 2.4L/ONE OWNER/SUNROOF/POWER SEATS/CERTIFIED for sale in Cambridge, ON",2014,2014 Honda Accord,Honda,White,Sedan,Used,15990,192000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2014-honda-accord-10788219/,https://images.carpages.ca/inventory/10788219.387766263?w=320&h=240&q=75&s=24b5db25cd472566780e8233e93ee722
44,"Used 2015 Hyundai Elantra GL 1.8L/LOW KMS/ONE OWNER/NO ACCIDENTS/CERTIFIED for sale in Cambridge, ON",2015,2015 Hyundai Elantra,Hyundai,Red,Sedan,Used,15990,56000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2015-hyundai-elantra-10788162/,https://images.carpages.ca/inventory/10788162.387766125?w=320&h=240&q=75&s=d0a552b951b69d819b503f033183d391
45,"Used 2016 Honda Civic EX 2L/SUNROOF/NO ACCIDENTS/WARRANTY/CERTIFIED for sale in Cambridge, ON",2016,2016 Honda Civic,Honda,Black,Sedan,Used,15490,193000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2016-honda-civic-10788159/,https://images.carpages.ca/inventory/10788159.387766053?w=320&h=240&q=75&s=e5b475b5c50dbde51e743f7a3fcf7787
46,"Used 2015 Hyundai Elantra GL 1.8L/LOW KILOMETERS/NO ACCIDENTS/CERTIFIED for sale in Cambridge, ON",2015,2015 Hyundai Elantra,Hyundai,White,Sedan,Used,14990,89000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2015-hyundai-elantra-10788153/,https://images.carpages.ca/inventory/10788153.387765846?w=320&h=240&q=75&s=87440314a9e2cb0ce7fda2c42223bb92
47,"Used 2016 Nissan Micra SV 1.6L/2 SETS OF TIRES/FULLY LOADED/CERTIFIED for sale in Cambridge, ON",2016,2016 Nissan Micra,Nissan,White,Sedan,Used,14490,77000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2016-nissan-micra-10788132/,https://images.carpages.ca/inventory/10788132.387765633?w=320&h=240&q=75&s=7f1f4533cc1ea45c7c99cd4372df5ef5
48,"Used 2016 Cadillac ATS Sedan Luxury for sale in Calgary, AB",2016,2016 Cadillac ATS,Cadillac,Black,Sedan,Used,13000,139236.0,Regal Auctions Ltd.,Calgary,AB,https://www.carpages.ca/used-cars/alberta/calgary/2016-cadillac-ats-10788126/,https://images.carpages.ca/inventory/10788126.387922365?w=320&h=240&q=75&s=322c8ccf6ca44225dc112040111a7dcd
49,"Used 2021 Chrysler 300 S for sale in Calgary, AB",2021,2021 Chrysler 300,Chrysler,Grey,Sedan,Used,34300,40176.0,Regal Auctions Ltd.,Calgary,AB,https://www.carpages.ca/used-cars/alberta/calgary/2021-chrysler-300-10788105/,https://images.carpages.ca/inventory/10788105.387921453?w=320&h=240&q=75&s=6a7ccf58c4a6bb3be88c03684ce33c94
0,"Used 2019 Subaru WRX STI MANUAL - APPLE CARPLAY|CAMERA|HEATED SEAT for sale in North York, ON",2019,2019 Subaru WRX STI,Subaru,Black,Sedan,Used,37895,79000.0,Monaco Motorcars Inc,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2019-subaru-wrx-sti-10788018/,https://images.carpages.ca/inventory/10788018.387763374?w=320&h=240&q=75&s=b8cd66c3a5a3c8782422bdd34d498d66
